index,name,duration_ms,popularity,num_markets,album,disc_number,is_explicit,track_number,release_date,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,lyrics,region
10,The Next Episode,161506,70,77,2001,1,True,11,1999-11-16,Dr. Dre,0.916,0.906,3,-2.494,0,0.195,0.0279,0,0.0803,0.291,95.3,4,"[Chorus: Snoop Dogg & Kurupt]
La-da-da-da-dah
It's the motherfuckin' D-O-double-G (Snoop Dogg!)
La-da-da-da-dah
You know I'm mobbin' with the D-R-E, yeah, yeah, yeah
You know who's back up in this motherfucker
What? What? What? What?
So blaze the weed up then, blaze it up, blaze it up!
Just blaze that shit up, nigga! Yeah, 'sup, Snoop?

[Verse 1: Snoop Dogg]
Top Dogg, bite 'em all, nigga, burn the shit up
D-P-G-C, my nigga, turn that shit up
C-P-T, L-B-C, yeah, we hookin' back up
And when they bang this in the club, baby, you got to get up
Thug niggas, drug dealers, yeah, they givin' it up
Lowlife, yo' life, boy, we livin' it up
Takin' chances while we dancin' in the party for sure
Slipped my ho a forty-fo' when she got in the back do'
Bitches lookin' at me strange, but you know I don't care
Step up in this motherfucker just a-swangin' my hair
Bitch, quit talkin', Crip walk if you down with the set
Take a bullet with some dick and take this dope on this jet
Out of town, put it down for the Father of Rap
And if yo' ass get cracked, bitch, shut yo' trap
Come back, get back, that's the part of success
If you believe in the X, you'll be relievin' your stress

[Chorus: Snoop Dogg & Dr. Dre (Kurupt)]
La-da-da-da-dah
It's the motherfuckin' D-R-E (Dr. Dre, motherfucker!)
La-da-da-da-dah

[Verse 2: Dr. Dre]
You know I'm mobbin' with the D-O-double-G
Straight off the fuckin' streets of C-P-T
King of the beats, you ride to 'em in your Fleet (Fleetwood)
Or Coupe DeVille rollin' on dubs
How you feel? Whoopty whoop, nigga what?
Dre and Snoop chronic'd out in the 'llac
With D.O.C. in the back, sippin' on 'gnac (Yeah)
Clip in the strap, dippin' through hoods (What hood?)
Compton, Long Beach, Inglewood
South Central out to the West Side, it's California Love
This California bud got a nigga gang of pub
I'm on one, I might bail up in the Century Club
With my jeans on, and my team strong
Get my drink on and my smoke on
Then go home with somethin' to poke on ('Sup bitch?)
Loc, it's on for the two-triple-oh
Comin' real, it's the next episode

[Outro: Nate Dogg]
Hold up, hey
For my niggas who be thinkin' we soft, we don't play
We gonna rock it 'til the wheels fall off
Hold up, hey
For my niggas who be actin' too bold, take a seat
Hope you ready for the next episode
Hey, hey, hey, hey
Smoke weed every day

[Produced by Dr. Dre]",westcoast
11,Let's Get High,147426,54,77,2001,1,True,12,1999-11-16,Dr. Dre,0.894,0.842,4,-2.85,0,0.343,0.0571,0,0.104,0.489,99.359,4,"[Intro]
All these niggas and all these hoes in here
Somebody here gon' fuck
All these niggas and all these hoes in here
Somebody here gon' fuck
All these niggas and all these hoes in here
Somebody here gon' fuck
All these niggas and all these hoes in here
Somebody here gon' fuck

[Verse 1: Hittman]
Talking that, walking that, spittin' at hoes
Smoking this, drinking that, gettin' at hoes
Fuck this I'm hitting that I'm hitting em both
Have one riding dick, one licking my toes
When I'm loving these hoes there ain't no love involved
No hugs, no kisses, bear rugs, bare britches
Rare bitches like them hoes in them Black Tail pictures
Bitch jumped off my dick
(Is that Dre over there?)

[Verse 2: Dr. Dre]
Yeah, I just took some Ecstasy
Ain't no telling what the side effects could be
All these fine bitches equal sex to me
Plus I got this bad bitch laying next to me
No doubt, sat back on the couch
Pants down, rubber on, set to turn that ass out
Laid the bitch out, then I put it in her mouth
Pulled out, nutted on a towel and passed out

[Hook: Kurupt]
Come on let's get high, high
Let's get high, high
Come on let's get high, high
Let's get high, all my ladies
Let's get high, high
High, high
Let's get high, high
Come on let's get high

[Verse 3: Kurupt]
I make the four hop
Pull up at the spot
Weed by the barrels in my G'd up apparel
Stomping in the party
Kurupt, Young Gotti
I'm fucking something in this bitch
Hit 'em with some gangsta shit
Put something in your mouth bitch real tasty
I'm looking real saucy in my gangsta-ass Stacys
Hit the party, ease up, Kurupt with an ounce an'
Got all the hoes in this motherfucker bouncing
Bouncing

[Interlude]
Yo, whattup, Scruncho?
Mel-Man. what's cracking?
Wassup wit all these ol' punk ass hoes in here?

[Verse 4: Ms. Roq]
Nigga what, I'm a hustling bitch
I like them get rich niggas
Them hit the switch niggas
Niggas bout the sex and which bitch to hit next
While I'm kicking my game and collecting them checks
Got all y'all niggas vexed to fuck this triple-X rated ho
You say you ain't eat it, you ate it though
And uh, Roq don't stop, can't be dropping no drawers
To the niggas how you figure got you shitting in yours
Yeah, little dicks always running they mouth
While a bitch is better off to masturbate and be out
All you bitches up in here know what I'm talkin about
Get the loot, get the ice, fuck the wife, no doubt
Trying to live lavy, marry a big dick and stay cavi
Holla back at them niggas that hollered at me
Pop the Cris'
Whip the six and shit
And have all y'all niggas limp when I twist my shit
Yeah, bitch ass niggas",westcoast
12,Bitch Niggaz,253560,51,77,2001,1,True,13,1999-11-16,Dr. Dre,0.691,0.726,4,-1.953,0,0.39,0.399,0,0.282,0.597,77.073,1,"[Intro: Snoop Dogg & Dr. Dre]
Some good-ass weed
Check it out Dog: this game is a motherfuckin' trip man. Word on the streets, everybody always tryin' to run up on me hollerin' about ""Word on the streets is, this nigga said this"". Man, I don't give a fuck about what that nigga said man. That's what's wrong with you niggas. You niggas is just like bitches. Ho-ass niggas, talk too motherfuckin' much (Speak). Stay to your own, get your own–you know what I'm saying'? Be independent, nigga
Biatch

[Interlude: Snoop Dogg & Dr. Dre]
Yeah
Bitch niggas (Bitch niggas)
Bitch niggas (Bitch niggas)
Bitch-ass niggas (Beotch)
Bitch niggas (Bitch niggas)
Yeah, I'm talkin' about you (Beotch)
Bitch niggas
And you too (Biatch)
Hmm, Dogg

[Verse 1: Snoop Dogg]
I meet mo' bitch niggas than hoes, look here
And I really don't know, but that's just how it go (damn)
Dogg, so many niggas like to keep up shit
And just like a bitch (beotch) niggas be talkin' shit (nigga)
Smilin' in my face and then they blast me in the back (ka-ka-ka-ka-ka)
Niggas stay strapped from way back, cause payback...will
Make niggas wanna pop that shit
If you ain't ready for the game (uh-uh) nigga stop that shit
We rock that shit, my nigga Dre, drop that shit (right)
No mo' talkn', I'm walkin' and I'm poppin' the clip
Glock on the hip, set-trippin', drippin' and shit
If you act like a bitch (nigga) nigga you get smacked like a bitch

[Interlude: Dr. Dre & Snoop Dogg]
Bitch niggas, bitch niggas (Bitch niggas)
There niggas don't know what the fuck is goin' on
Yo Dogg, check it, kick back
Let me holler at these niggas for a minute

[Verse 2: Dr. Dre]
Straight off the streets of chaos and no pity
The aggravated, makin' these punk motherfuckers hate it
(Compton) is the city I'm from
Can't never leave the crib without a murder wea-pon
Huh, I can't live my life on broke no mo'
And most of these fools ain't shit but cutthroats
They smile in a nigga face, and for what?
They got the game fucked up, and want my thing fucked up
I done learned a lot, seen a whole lot
The top notch nigga, I'm fiendin' for that spot
Now peep game on what Six-Deuce told me...

[Verse 3: Six2]
These niggas after yo' paper, Dr. D-R-E (Wha?)
And these punk-ass hoes is lookin' for dough
You gotta watch your homeboys, cause a nigga never know
Oh, they'll be around, but when yo' paper get low
Just like Master P said, ""There they go, there they go""
Bitch niggas, uh-huh

[Interlude]
Attention all personnel:
Stop schemin', and lookin' hard
Stop schemin', and, an–, and, an–an–, and, and lookin' hard

[Hittman]
Bitch nigga, a bitch nigga
Bitch nigga, hella bitch nigga
You's a bitch nigga, motherfucker bitch nigga
A bitch nigga, a bitch nigga
A bitch nigga

[Verse 4: Hittman]
I know yo' type, so much bitch in you, if it was slightly darker
Lights was little dimmer, my dick be stuck up in yo' windpipe
Hmm, you'd rather blow me than fight, I'm from the old school
Like Romey Rome, homey, yo, you owe me the right
To slap you, like the bitch that you are, been wantin` to cap you
Every since you was mad doggin' me with that bitch in yo' car
Fool, ""Who do you think you are? Mr. Big Stuff""
Man, you shit on Hitt, get yo' shit bust, plus
Pistol-whipped, cover it up, use yo' bitch's blush
Mr. Powder Puff yo', bark ain't loud enough, huh
I know Chihuahuas that's mo' rah-rah, ha ha
I have to laugh Dre, I bet he take bubble baths
You don't want no trouble with the Aftermath staff, trust me
Doggy Dogg, Diggy Doctor plus me
No you's a busta slash hussy, soft as a hush puppy
Must we break you down to estrogen most hated specimens
A bitch nigga

[Scratches]
Stop schemin', and lookin' hard
Stop, stop, stop schemin', and lookin' hard
Stop, stop, ah, –op, –op, stop, sch–, sch–, schemin' and lookin' hard
Stop, stop, ah, –op, –op, stop, sch–, sch–, schemin' and lookin' hard
Stop schemin' an–, an–, an–, an–, an–, and lookin' hard
Stop schemin', and lookin' hard
Stop sche–, schemin', and lookin' hard
Stop schemin', and, and, and stop schemin', and lookin' hard",westcoast
13,The Car Bomb,60893,45,77,2001,1,True,14,1999-11-16,Dr. Dre,0.614,0.852,9,-9.562,1,0.673,0.647,0,0.38,0.377,84.736,1,"And now, the car bomb

[Mel-Man]
Yo, re-re, come on man, let's get the fuck up out of here, man
[Charis Henry]
All right baby, all right speedy, I'm coming, damn
[Mel-Man]
Took a motherfuckin' hour to get dressed
I told you I was gonna be here over this motherfucker
I wanna be in and out, now, don't fuck around over here
[Charis Henry]
And baby, I'm lookin' good, all right, I'm lookin' good
[Mel-Man]
I'm sayin', fuck that man, I'm tryin' to get the fuck up out of here, man
[Charis Henry]
All right, all right, I'm comin' damn shit
[Mel-Man]
Yo, yo, yo, hold it, hold it, whassup, this shit?
You know the people right there?
You know those motherfuckers right there?
[Charis Henry]
No nigga, I don't know, you paranoid
[Mel-Man]
What the fuck they lookin' at? I'm sayin' you ain't seen
The motherfuckers ridin' past lookin' all at me and shit
[Charis Henry]
Nigga, you trippin', now you trippin', nigga you trippin'
Let's go, scary-ass nigga you high or somethin', let's keep
[Mel-Man]
Man, fuck that man, get in the car, man aw, goddamn
Told you don't fuck around over here and shit
[Charis Henry]
Whatever
Uh-uh
[Mel-Man]
Damn, what the fuckin' up with this shit?
[Charis Henry]
You didn't put no gas in this raggedy motherfucker, goddamn!
[Mel-Man]
I just got a tune-up the other day, man, my shit and all that
[Charis Henry]
Hahaha, ain't this a bitch, pined-out Pete let's keep, oh my goodness
[Mel-Man]
Man, shut the fuck up, let me start my motherfuckin' shit
[Charis Henry]
Fuck you, nigga, take me-
*Explosion*",westcoast
14,Murder Ink,148293,49,77,2001,1,True,15,1999-11-16,Dr. Dre,0.84,0.897,11,-1.248,0,0.26,0.0275,1.51e-05,0.626,0.776,88.189,4,"[Verse 1: Hittman]
When darkness be closin' in
I motivate, with the howlin' wind
With a list of chosen men, frozen in sin
Knowin' that your end is beginnin', swift silent and deadly
There's no defending my plots, I know your every movement
For six months I watch
Could've got you at your baby's mother's house
Even at your down-low weed spot
But the backdrop, wasn't flattering enough
I didn't want people gathering and stuff ​
Snapshots of blood splattering from the snuff
Here - puff this here, while I figure which way, to split yo' wig
Right now you as nervous, as a Farmer John pig
As I dig into my tragic bag, take out the HK
Twist on the silencer, insert the 30 shot mag ​
Bullet stuck to his brain like a magnet
Skull in fragments, I leave the cleanup to Dragnet

[Hook: Hittman]
This is anybody (Murderer)
To fuckin everybody (Murderer)
Nigga all y'all (Murderer)
Uh, uh, for real, you'll fuck around and get killed
This is anybody (Murderer)
Motherfuckin everybody (Murderer)
Yeah nigga all y'all (Murderer)
Uh, uh, for real, you'll fuck around and get killed

[Verse 2: Ms. Roq]
Peeped all the stash drop and exchange of the dough
Lurkin through the turf, thinkin' how much it's worth
Give 'em chase to the crib and yo he properly laced
Stepped out the car, put my steel, to the side of his face
Murder is the fuckin Case, rob this nigga and shake
The fuckin spot cause in a few it's gon' be crawlin with cops!
Who's the bad bitch now, you crept on, paid the piper
Who'd've thought a sexy bitch could be a murderous sniper
Detrimental to your health, should've learned yo' lesson
But it's too late nigga bye-bye, better count yo' blessings
I been watchin you watchin me, yeah you ballin
Was, nigga now you finger fucked and steady fallin
A thug wit no love, but bitch niggas die fast
Thug niggas die young - oh what you thought you would last?
Blast two shots to the dome, slide back to the pad
And jack my nigga off, til his dick get soft
Resume the wifey boo shit, cause yo my man don't know
That his bitch is straight ill, servin ass with po'-po'

[Hook: Ms. Roq]
I'm a motherfuckin (Murderer)
Bitch this is anybody (Murderer)
Yeah nigga all y'all (Murderer)
Uh, uh, for real, you'll fuck around and get killed
I'm a motherfuckin (Murderer)
Uhh bitch this is anybody (Murderer)
Yeah nigga all y'all (Murderer)
Uh, uh, for real, you'll fuck around and get killed!",westcoast
15,Ed-Ucation,92146,45,77,2001,1,True,16,1999-11-16,Dr. Dre,0.646,0.865,1,-3.14,1,0.481,0.516,0,0.374,0.591,168.931,3,"[Eddie Griffin]
Aww they say uhh..
.. a black man is a pimp
Well let me tell you the biggest pimp
On planet motherfuckin Earth, is her momma
It's her MOMMA that told her
""Get a man that got a good job gurl!
Make sure he got a good car gurl!
Make sure he can take you out and buy you somethin gurl!""
What happened to just fallin in love with a nigga with a bus pass --
-- just cause you love the nigga?
But I'm the pimp motherfucker!
I gotta be the player!

Biggest hoes, on planet Earth..
.. are walkin through the motherfuckin neighborhood
You KNEW when you got with the nigga he already had a woman
You knew he already had a family
But you fucked him anyway!!!
And then when you thought you gon' lose the nigga
You went and got pregnant - didn't you bitch, DIDN'T YOU!!
THE OL' KEEP A NIGGA BABY
And then when the nigga ain't around, what do you tell the child?
""Aww that nigga ain't shit, that's why yo' daddy ain't here;
Cause that nigga ain't shit.""
How bout bein a woman, and tellin the kid the truth
That yo' momma, you was a ho!
TELL THE KID!
Momma was a ho, I was weekend pussy
I had you to keep the nigga, it didn't work out
That's why he ain't here - but he a good nigga
Cause he take care of his REAL family
I was just a dumb bitch, tryin to keep, a nigga that I wanted",westcoast
16,Some L.A. Niggaz,265213,49,77,2001,1,True,17,1999-11-16,Dr. Dre,0.805,0.488,5,-2.844,1,0.413,0.126,0,0.0887,0.741,88.814,4,"[Intro: MC Ren]
Yeah nigga, MC Ren up in this motherfucker
(West West y'all)
Yeah, L.A. niggas
L.A. niggas rule the world nigga
Y'all niggas gotta recognize, yaknahmsayin?
Niggas don't wanna peep game, yaknahmsayin?
But this shit come all the way back around here
My nigga Dre, droppin' heat box on y'all bitch-ass
Yaknahmsayin? You gotta recognize
L.A. niggas, connected all over the motherfucking world, nigga
Recognize this; peep game

[Verse 1: Time Bomb]
Now in my younger days I used to sport a rag
Backpack full of cans plus a four-four mag
G'd up from the feet up
Blue'd up from the shoe up's how I grew up
Loc'n, smokin' and drinkin' til we threw up (until we threw up)
At Leimert Park, taggin', hittin' fools up
Ditching my class, just to fuck yo' school up
You don't wanna blast, nigga tuck yo' tool up
But don't sleep, y'all niggas quick to shoot you
Now there's another motherfucker with no future
But Time Bomb much smoother when I maneuver, dope like Cuba
Got 'em jumpin Disciples to the Hoover

[Verse 2: King T]
I'm coming ""Straight Outta Compton"" with a loose cannon
Smoke big green, call it Bruce Banner
Watch your manners, at last another blast from the top notch
From way back with the pop rocks, I pop lock witcha
Picture this, Dr. Dre twisting wit Tha Liks
And Hittman bought a fix
Don't trip, it's a Time Bomb in this bitch
Here it tick tick tick tick boom
Wait a minute it's on, I tell it like a true mackadelic
Weed and cocaine sold separate, check it
From sundown to sunup, clown and run up
The Aftermath'll be two in your gut, nigga what?

[Hook: Knoc-Turn'al & Kokane]
We roll deep, smoke on weed drink and pack heat
Requirements for survival each day in L.A.!
It don't stop, we still mash in hot pursuit from the cops
Analyze why we act this way in L.A.!

[Verse 3: Hittman]
Gimme that mic fool, it's a West coast jack move
They call me Hitt 'cause I spit like gats do
Cock me back
Bust caps for my Macz Crew, at Fairfax
Who used to wear Air Max shoes, that's true
But I grew up where niggas jack you, harass you
Blast you, for that set you claim (where you from?)
Mash on you for your Turkish chain, C.K. B.K
Blue'd up or flame, I ran wit a gang
I helped niggas get jacked for they Dana Dane's
My pants hang below my waistline
I look humble wanna rumble? (yeah yeah)
I bang though, like Vince Carter from the baseline
Don't waste my time
Fuck a scrap in killa Cali, AK's and 9's
One-time's, sun-shines, and fine-ass bitches
Hawaiian Thai, drive-bys, six-fo's on switches

[Verse 4: Xzibit]
I was raised in the hood called WHAT-THE-DIF'
Where the brothers in the hood, refused to go Hollywood
Slugs for the fuck of it
Anybody hatin' on us can suck a dick
If I catch you touching mine you catch a flat-line, dead on the floor
Better than yours, driving away gettin' head from a whore
It's AvireX-to-the-Z
Fuckin' with me might get you banned from TV
Cassette and CD it's all mine the whole nine the right time
Multiply, we don't die, the streets don't lie
What, so neither do I, I'm bad for your health
Like puttin' a pistol up to your face and blastin' yourself

[Verse 5: Defari]
Five in the mornin', burglars at my do'
Glock forty-five in my dresser drawer
Let 'em come in BLAOW he see the thunder roll
Roll with niggas, who buy fifths by the fo'
And brew's by the case
SLAP YOU in the face with the bass, Dr. Dre laced
Likwit Kings wit Sedans and gold rings
Haters fold the style, but can't find no openings

[Hook: Knoc-Turn'al, Kokane]
We roll deep, smoke on weed drink and pack heat
Requirements for survival each day -- in L.A.!
It don't stop, we still mash in hot pursuit from the cops
Analyze why we act this way -- in L.A.!

[Outro]
In L.A
That's how we ride
That's how we ride
That's how we ride
That's how we ride",westcoast
17,Pause 4 Porno,92680,42,77,2001,1,True,18,1999-11-16,Dr. Dre,0.502,0.705,1,-7.298,0,0.24,0.239,0,0.675,0.793,79.273,4,"[Instrumental to ""Some L.A. Niggas"" briefly plays]

[Skit]
Ya'll ready to get nasty?
(Yeah!)
Shit! (Yeah!) (Oh)
Damn! Oh, that pussy is good tho!
(Oh, shit!)
It's good!
(Oh! Oh!)
(Fuck, you hurtin' me bitch!) Oh shit!
(Oh!) Oh, yeah you're da bitch, beotch!
(Fuck!)
(Oh!) Oh shit!
(You're hurtin' me!)
Damn!
(You're hurtin' me!)
Damn! (Oh!)
Damn!
(You're makin' my pussy sore, bastard!) Oh shit!
Oh, my nuts!
(Aww, Fuck me!) Oh! (Fuck...)
Oh shit yo' face! (Oh!)
Oh, damn, damn, damn, oh, shit, oh
(Fuckin in my eyes, bastard!)
Shit! Ohhh... Ohhh... DAMN!
(Oh, shit I can't see!) Ohhh
(Oh, shit!) Oh, shit!
(Fuck!) Whore! (Ahhh)
Damn, that shit was good
(Ahhh, oh shit)
Ohhh, my god
(Ohhhh.... ohhhh... ohhhh...)
Damn
(Oh, that shit feels so good...)
Ohhh...ohhh...ohhh...
Shit!
(Oh, get the fuck up! Oh, get the fuck up now!)
(Oh you fucked the shit out of us!)
(Fuckin' big dick bastard!) Oh shit! Aight
(Oh shit!) Aight, chill, chill, chill, give me five minutes, damn!
(Well, get the fuck up!)
(Jake, hurry up, cause you know I gotta get home to my nigga...cause you know...)
(You know you gots to get some at home, hahaha)
(You know I'm lovin that big)
Ooooh, shit!
(Ha ha..what? You got a problem?)
Man, fuck your man, know what I'm sayin?
I'm Jake Steed. Bitch!
(What?! Who you callin' a bitch?)
You! Bitch!",westcoast
18,Housewife,242680,49,77,2001,1,True,19,1999-11-16,Dr. Dre,0.89,0.707,1,-2.825,0,0.249,0.258,1.46e-06,0.681,0.909,92.903,4,"[Hook: Kurupt]
Now this, this is one of them occasions
Where the homies not doin' it right
I mean he found him a ho that he like
But you can't make a ho a housewife
And when it all boils down you gonna find in the end
A bitch is a bitch, but a Dogg is a man's best friend
So what you found you a ho that you like
But you can't make a ho a housewife (Wife)

[Verse 1: Dr. Dre]
I mostly sold dick while I packed a gold clip
Worked my money-maker, she got paper, she bout to trip
(Where the fuck is my money?) I cannot G guilty
You pimpin' strong, but comin' home, to sheets that be filthy
She on the dillzy, I take advantage
All up in them panties, I got this bitch speakin' Spanish
I'm mannish, get yo' nails out my back
Slut I'm 'bout to nut and get up, go scrub yo' cat (Get the fuck out of here)
Learn the player rules, this is how a player do
Might not be a freak, but she got on the choosin' shoes
Dollar signs are folded, I can't control it
Tryin' to leave her, beeper just exploded
She sweatin' me, won't let me, broad turned fraud
Now she on this dick huh, got her turnin' tricks huh
Man it's a trip I don't trip I'm in yo' Lexus flexin
I left her up in Dallas, Texas, ass down

[Chorus]
Now this, this is one of them occasions
Where the homies not doin' it right
I mean he found him a ho that he like
But you can't make a ho a housewife
And when it all boils down you gonna find in the end
A bitch is a bitch, but a Dogg is a man's best friend
So what you found you a ho that you like
But you can't make a ho a housewife (Wife)

[Verse 2: Hittman]
Naw ""ho"" ain't short for honey, almost had to wail her like Bunny
Tellin' tales of bein' pregnant, catchin' Nordstrom sales with abortion money
I spotted her, seen her with my nigga when I shot at her
Now we got beef, he caught up in the ho's erotica
Exotic, she's psychotic, rockin' his Nautica
Soon he'll need antibiotics (Sucka bitch)
Name a sexual disease, she got it like Sam Goody
You be like, ""Damn how could she hit me off with chlamydia?""
Fool I pity ya
We live in the city of ballers
With more bounce and in a Zapp, she will doo wa ditty ya
The prettier the grittier, the wittier can get her
To the Hotel, Niko, on some Sauve shit like Rico
That's when I caught a Vision like Coleco
A high-post ho, a perfect way for me to keep dough
Huh, have her sellin' ass on Bronson Ave. and Pico

[Verse 3: Kurupt]
At the ho-tel, mo-tel, or the Holiday Inn (Say what nigga?)
I said if that bitch keep fuckin up (Beotch) then we'll fuck her friends
I said I dip, dive, what can I say?
Niggas need to stop fuckin' with O.J
Some niggas bang Blood, some niggas bang Crip
And bitches ain't shit but hoes and tricks
I had a dream of hoes, I had to screen my hoes
I seen my hoes in all kinds of clothes
Lil' Almond Joy, I truly enjoy
If you blew my balls, right through my drawers
Come back to the mansion, chill at the spot
From the way she was blowin', I know she does it a lot
I have a eight-and-a-half, nine-and-three-quarters
The ho started callin when I started boss ballin
Gimme some head, gimme some ass (Uh-huh)
Gimme some cash, pass it to Daz
Pass it to Snoop, or pass it to Nate
See hoes eat dick like eggs and steak
It ain't shit new, I thought you knew (What?)
I knew you would, you wish you could
Break a G down, break me down
But I'ma see you on the rebound (What what?) D.P. style

[Chorus]
Now this, this is one of them occasions
Where the homies not doin' it right
I mean he found him a ho that he like
But you can't make a ho a housewife
And when it all boils down you gonna find in the end
A bitch is a bitch, but a Dogg is a man's best friend
So what you found you a ho that you like
But you can't make a ho a housewife (Wife)

[Outro]
Half-dead
Lil Half-dead the one who jumped out to see ol' Snoop Dogg on lookout boys
He's going to be more than half dead if he don't fill my drink up
I'll fill your motherfucking mouth up
Hahahahaha
I don't think so!",westcoast
19,Ackrite,219933,49,77,2001,1,True,20,1999-11-16,Dr. Dre,0.854,0.742,2,-3.398,1,0.325,0.0848,0,0.563,0.868,94.169,4,"[Intro: Hittman]
It's fuckin ackrite
Question is - can I get some? Know what I'm saying?
Ack-rite, bitch
When I see you in the spot, you just act right, you know what I'm saying?
When I yank you by the fuckin' arm
Don't be looking at a nigga crazy
Just give up the digits and be the fuck out, you know what I'm saying?
Let me break it down for y'all

[Verse 1: Hittman]
It was just one of those days
When I wanted to catch sunrays
It`s fun to gitt blunted on a Sunday afternoon
Nigga Bathed & got groomed, grabbed the gat for misbehavors
And the chocolate flavored boom, lost in hip-hop tunes
Zoom-zoom like the Commodores
Wonder will we have drama or, end up clowning whores
Round up four good-to-go girls
Like them Barbary Coast girls, riding shotgun, baby
I be postin all-world in the ride
Sipping 151 done gave me too much pride to back down
Soon as we get to The Beach I'mma put my fuckin mack down
I'm playin lead, not the background
It's time to put Bronson on the map now
Walk with my hand on my Johnson, crack a smile
Cuties peep my style, if I don't get some ackrite
I'mma have to ack-wild

[Hook: Hittman]
Blunt in my left hand, drink in my right
Strap by my waistline, cause niggas don't fight
Sucker free for life, so you better think twice
(Aight? And a give a nig' some ackrite)
I'm the type of nigga playa-haters don't like
Snatchin' up your honey for some late night hype
And snobby-ass bitches get slapped out of spite
(Aight? So give a nig' some ackrite, right)

[Hittman]
Uhhhhh.. drink kicking in, I'm stimulated
For those that don't know big words: I'm FUCKIN FADED
Eighty-three degrees, ease to a shaded spot
Our first spot was cool till some gangsters made it hot
Now we plot and pose
Plus we watchin hoes, with lots of flesh exposed
Getting swarmed by those type of niggas
With no game but brown-nose
So I impose only like pros can
""Yo, is this your man?"" ""No.""
Grab the bitch's hand, ""I'm Hittman.""
Bling! Gold chain gleam
""You're very eligible for my summer league team.""
Maybe too extreme cause the sister got steamed
Then Miss Thing tried to scream on my brethren
I got mad, spit phlegm on the name
Stefan, tattooed on her arm
Ho you ain't the bomb, must be a dyke
Gitcho' lips swoll, or give a nig' some ackrite

[Hook: Hittman]
Blunt in my left hand, drink in my right
Strap by my waistline, cause niggas don't fight
Sucker free for life, so you better think twice
(And a give a nig' some ackrite)
I'm the type of nigga playa-haters don't like
Snatchin' up your honey for some late night hype
And snobby-ass bitches get slapped out of spite
(So give a nig' some ackrite, right)

[Hittman]
Fronting on the ack-rite, causing me to act up
Good Samaritans save that ho from getting slapped up
My homies crack up at the scene I made
Yo my actions ain't serene when a nigga's on fade
If it wasn't for the one-time brigade
I woulda sprayed at the hooker tramp
As cops parade I'm afraid it's time to break camp
Make tracks, where else can we go to take hoes
From fake macks? {*CAR HORN*} Aiyyo, chase them girls
In that black Maxima, the passenger, almost fractured her
Neckbone, looking back at us
Plus, they on the dick cause the Caddy's plush
They blush, I bumrush the huss, with the largest crush
Try to swing an ep tonight so I don't have to keep in touch
Keep it on hush without the tippin`
Macking interrupted by some niggas set-tripping
Clip in the strap, I showed these niggas how to act

[Hook: Hittman]",westcoast
