index,name,duration_ms,popularity,num_markets,album,disc_number,is_explicit,track_number,release_date,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,lyrics,region
10,Loitering,191595,43,79,Blue Slide Park,1,True,11,2011-11-15,Mac Miller,0.572,0.943,4,-4.188,1,0.312,0.145,0.0,0.0773,0.731,148.059,4,"[Intro]
Cam Erlim, is that it?
Oh no, Cam Rellim, haha
Cam Rellim at your service, with these verses

[Verse 1]
Ay yo I'm park bench chillin', burger patty grillin'
Everybody love to say my name is Rumpelstiltskin
Call up Wolfgang Puck, tell him come and bring a meal in
My stomach full, I'll go against the world like Scott Pilgrim
Way above the building, bungee jumpin' down
They say I'm gettin' trendy like I come after a pound sign
Hashtag Mac, this ain't backpack rap
Give a fuck bout what you sayin' after platinum plated plaques
Take it back cookin' on them hoes, you can make a casserole
Mad that I can rap so well, and everything all factual
Ain't worth it, if not laughable, I'm off the wall as racquetball
Dick that keep your girl awake all night, they call it Adderall
Youngin' on his grind, workin' harder than your dad work
Black shirt, *Rellim Cam*, that's my name said backwards
Ask first, hell nah, treat em' like a bellhop
Let em hold my bags and give a tip for that ass, boy

[Hook]
I'm too old to be chillin' at the playground
Say I'm too old to be chillin' at the playground
Never be too old to be chillin' at the playground
Shorty come and kick it at the swings
I'm way too old to be chillin' at the playground
Say I'm too old to be chillin' at the playground
Cops comin', muthafucker stay down
Girl I'll be waitin' at the swings

[Verse 2]
Ay yo I'm Blue Park slidin', go-cart drivin'
Got this rap shit down to a science
My Louis belt way nicer than Orion's, confined to an assignment
You won't finish in the kitchen, like appliance
Is just a muthafuckin' kid, say my head is gettin' big
No that's my ego, trippin' somewhere where they need a ski-slope
Rockin' in the fall like a pea-coat, freaks with a deep throat
Students run the class, y'all should keep notes
Drunk then I'm hard to understand, Don Vito
Ace in the Casino, I'm Robert De Niro
I be low, key though, young nino with my jeans low
Your girl love it when I speak slow, she go *moaning*
You can hear the way she's moaning
Started back at midnight, had it 'til the morning
Wake up with some morning wood
Hit it before work, yeah I'm sure she would
All my female fans like, ""I'm sure it's good""

[Hook]
I'm too old to be chillin' at the playground
Say I'm too old to be chillin' at the playground
Never be too old to be chillin' at the playground
Shorty come and kick it at the swings
I'm way too old to be chillin' at the playground
Say I'm too old to be chillin' at the playground
Cops comin', muthafucker stay down
Girl I'll be waitin' at the swings",eastcoast
11,Hole In My Pocket,35723,40,79,Blue Slide Park,1,True,12,2011-11-15,Mac Miller,0.268,0.159,8,-18.19,1,0.0353,0.423,0.481,0.0928,0.208,71.609,4,[Instrumental],eastcoast
12,Diamonds & Gold,197852,47,79,Blue Slide Park,1,True,13,2011-11-15,Mac Miller,0.438,0.792,5,-6.884,0,0.346,0.109,0.0,0.241,0.463,175.879,4,"Ayy
Turn my beat up a little bit, yo
For real I was- I was- I was gonna get louder
Allright cool

[Verse 1: Mac Miller]
She keep on gettin' played like it's recess, break her heart's a reflex
She want to hit the beach, and show her titties down in Key West
Someone leave her crying all the time and now she finally out of Kleenex
Sick of dudes not givin' her the respect
Cause really she a genius, a CEO
Tryin' to be on top alone, she don't keep them close
She been waitin' for the opportunity to be a boss
Tough bitch, probably would've thought she played lacrosse
Sick of bein' soft with her heart broken all the time
Want some money too, fuckin' dudes
And falling all in love with who, was nothin' new
Only coming through to bust a nut or two
She just need her family like the Huxtables
And now she on the road, left them home to takeover
Get rich and have her crib made over
But she gonna do it partyin', with her cup full
Ain't gonna trust you, but she gonna fuck you

[Hook]
She wants diamonds, she wants gold
But she's scared to let you get too close
And she's been high and she's been low
But now she finally on her own
And they've been looking
So they been finding
Cause she ain't runnin'
And she ain't hiding
Until she finds her place back home
And then she's finally all alone

[Verse 2: Mac Miller]
She gonna be rich, as fuck
In high school they were callin' her a slut
But now she coming up, Louis Vuitton and Juicy on her butt
See the bitches that be hatin' like ""What's up?""
Cause they ain't doing nothing and she out here stuntin'
Middle finger to them hoes, all them bitches had it comin'
Yeah, on top of the world, she lookin' down
Invite you to the crib, let you look around
Just a fuckin' tease, tryna get your cheese
Invite you out to dinner, cause she want to eat for free
She could pay it if she wanted to, she won't though
Go home, she got more dough

[Hook x2]
She wants diamonds, she wants gold
But she's scared to let you get too close
And she's been high and she's been low
But now she finally on her own
And they've been looking
So they been finding
Cause she ain't runnin'
And she ain't hiding
Until she finds her place back home
And then she's finally all alone",eastcoast
13,Missed Calls,178902,60,79,Blue Slide Park,1,True,14,2011-11-15,Mac Miller,0.558,0.535,5,-10.37,1,0.162,0.643,0.0,0.101,0.463,169.912,4,"[Verse 1: Mac Miller]
Long days, longer nights
You keep startin' fights think you always right
Call you up to tell you I ain't comin' home tonight
Say you wanna leave me, it's just talkin' but I know you might
Now get along, I get along, I go
You sing along, to every song that you know
You play your part, I'm playin' mine
You breakin hearts, ain't breakin' mine
Since growing old is takin' time, I'm actin' like I'm 8 or 9
Trying to move on, talking to my old friends
See me, say what up and I'm actin' like I don't know them
Causing so much problems, why you doin' that, doin' that
Ripping people's hearts out, are you too cute for that, cute for that
I been on the same shit
We run into each other and it's like we don't even speak the same language
I guess people always going through changes
Didn't think I would lose you once I got famous

[Hook: Mac Miller]
Said baby I got missed calls and e-mails
All going into detail
About how you just not happy and you think you gotta leave so
Go, go, I'll be fine on my own, own
Said baby I got missed calls and e-mails
All going into details 'bout how you used to love me
I keep changing like the leaves, hell
Go, go, you'll be fine on your own, own

[Verse 2: Mac Miller]
She tell me, ""You an asshole, superficial douche bag
Wishing that you knew that, you could have these shoes back
All of this perfume back, necklaces and jewels back
All the shit you buy me she said, ""I want you back
I can't be seen again with you and all of your friends
It's so hard to pretend that it's like it was way back when
I thought you used to be the one, I guess you don't have time
Cause all you do is grind and it's got me losin' my mind
You just don't, don't, don't love me like you used to
Think I'm bout to lose you""
I'mma end this now before things just confuse you
Kept breakin' promises you said you'd keep
So you can leave a message at the beep

[Hook: Mac Miller]
Said baby I got missed calls and e-mails
All going into detail
About how you just not happy and you think you gotta leave so
Go, go, I'll be fine on my own, own
Said baby I got missed calls and e-mails
All going into details 'bout how you used to love me
I keep changing like the leaves, hell
Go, go, you'll be fine on your own, own",eastcoast
14,Man In The Hat,196271,46,79,Blue Slide Park,1,True,15,2011-11-15,Mac Miller,0.566,0.788,7,-8.025,1,0.371,0.546,0.0,0.0997,0.533,128.216,4,"[Verse 1: Mac Miller]
Boy a fool, wonder what's cool
Tryin' to figure out what to rhyme about
I heard your mans ran cryin' to his mommy and his daddy
When the cops drove by his house, so who you tryin' to doubt
If you're lookin' for an answer, you're probably gonna find it now
And to the man in the hat standing lookin' at his watch
Motherfucker, well the time is now
Go clap your hands, let me hear you say, ""that's the jam""
See I wouldn't be shit if I ain't have no fans
Can't sit down kids you have to stand
Just put your hands up, you don't have to dance
Here, we get it poppin' like it's Pakistan
Iraq, Iran, and have them sayin' Mac's the man
The maximum, coming through to pass you bums
So if you ain't got no money better ask for some
Hey, we came to get down, have a good time
Bring the champagne out and the good wine
We gon' be sippin' and whippin' the sickest whips
Spittin' the illest shit that's sicker than syphilis
Comin' in the back door yellin' fuck a list
Fans takin' pictures while I'm tryin' to take a piss
We came to party, didn't come to give a shit
Now sing this part, it goes like this

[Hook]
All my people in the front
Go and clap your hands
Go and clap your hands
Everybody in the back
Go and clap your hands
Go and clap your hands
If you're feeling that funk
Go and clap your hands
Go and clap your hands
If you like it like that
Go and clap your hands
Go and clap your hands
All my people in the front
Go and clap your hands
Go and clap your hands
Everybody in the back
Go and clap your hands
Go and clap your hands
If you're feeling that funk
Go and clap your hands
Go and clap your hands
If you like it like that
Go and clap your hands
Go and clap your hands

[Verse 2: Mac Miller]
H-h-h-h-hold up
Every day they wanna ask me when I'll grow up
I show up cause fans will go nuts
Tell the girls it's cool, look but don't touch
I'll be home as soon as I can, I don't rush
Cause girl, you're baby girl, you're good just don't fuss
I wanna hear y'all clap, just like that
Keep it goin' I'mma bring it all back
H-h-h-h-hold up
Every day they wanna ask me when I'll grow up
I show up cause fans will go nuts
Tell the girls it's cool, look but don't touch
I'll be home as soon as I can, I don't rush
Baby, you're baby girl, you're good just don't fuss
I hear these couples fighting all the time, not us
We have a good time, like to get fucked up
What, what, goin' hard tonight
Under 21, but find me at the bar tonight
Hey, driving round in my car tonight
Making music that ain't hard to like, I got the heart to write
A couple bars I might go do
Something crazy or maybe lazy, love me or hate me
You know it's the same me
And it goes a little something like this

[Hook]
All my people in the front
Go and clap your hands
Go and clap your hands
Everybody in the back
Go and clap your hands
Go and clap your hands
If you're feeling that funk
Go and clap your hands
Go and clap your hands
If you like it like that
Go and clap your hands
Go and clap your hands
All my people in the front
Go and clap your hands
Go and clap your hands
Everybody in the back
Go and clap your hands
Go and clap your hands
If you're feeling that funk
Go and clap your hands
Go and clap your hands
If you like it like that
Go and clap your hands
Go and clap your hands

[Outro]
Boy a fool, wonder what's cool
Tryin' to figure out what to rhyme about
I heard your mans ran crying to his mommy and his daddy
When the cops drove by his house
So who you tryin' to dial
If you're lookin' for an answer, you're probably gonna find it now
And to the man in the hat standing looking at his watch
Motherfucker, well the time is now",eastcoast
15,One Last Thing,178584,45,79,Blue Slide Park,1,True,16,2011-11-15,Mac Miller,0.384,0.767,9,-7.04,1,0.0938,0.54,1.03e-06,0.135,0.22,100.744,4,"[Verse]
Everybody wanna ask where I came from
Young kid who bang drums, money don't you worry I'mma make some
Somebody changin' the world, it only takes one
Never scared of death, but I ain't ready for that day to come
A million people in the world, I don't hate one
Even them dummies robbin' people with some fake guns
Make mistakes young boy, that's just what I heard
And you don't ever figure out what you don't want at first
I got another verse, invincible and nothin' hurts
100 words coming up with what'll have your bubble burst
We can just fuck, you don't need to take my number first
Gettin' right to it, I ain't really tryna cuddle first
I used to try everything with her, and nothin' worked
Got her backwards like she heard the thunder first
These are the days of our lives, and I ain't lyin' kid
Bein' free, tell me what kind of crime that is
It said I can't let me spit a couple sentences
Always good penmanship, make sure you all remember this
You just entered into Blue Slide Park
The place where dreams comin' true, that's where you find heart
Up until the sun come up, yeah my crew grind hard
See me out throughout the day, but you won't find me in the dark
Say I'm smart with remarks, such remarkable bars
Who knew this music would get me a couple cars
That just sit in park cause I'm out somewhere travelin'
Mackin' on the preschool honeys, you were somewhere tattlin'
Mac has been known to always spaz again
Every single track with him, ""Oh he's just so talented""
Dream of countin' money 'til my fingers get some calluses
King with many palaces, a fuckin' golden fork to eat my salad with
I observe, asking what did he design
I see an artificial future for a digital mind
Muhammad Ali, yeah I'm him in his prime
Just that normal kid in class you was sittin' behind
Didn't really pay attention to him spittin' his rhymes
But now you see his car, tryin' gettin' inside
No, hell no
I wanna go back home

[Outro]
Late night can't remember what the day's like
Reminiscin' on stop signs and brake lights
Cause it seems that I'm always on the move
When they gonna let me back home
I wanna go back home
I wanna go back home",eastcoast
0,Doors,78013,52,61,GO:OD AM,1,True,1,2015-09-18,Mac Miller,0.497,0.177,2,-15.09,0,0.0392,0.916,5.41e-06,0.343,0.221,134.115,4,"[Intro]
Yeah

[Verse]
I know it's been a minute since I've been away
Didn't mean to cause you pain, I just needed to escape
Ain't sayin' that I'm sober, I'm just in a better place
I'm on my way over, I'm just runnin' kind of late
And you know I've been through all the highs
I've seen all the lows, lost track of time
I'm coming home, you know my mind
Places it goes, and it goes, and it goes

[Chorus]
It's only a game
Don't be afraid
These doors will close
And people change
One day you'll go
Right now you're here
Don't leave just yet
Don't disappear

[Outro]
Good morning, baby",eastcoast
1,Brand Name,302133,59,61,GO:OD AM,1,True,2,2015-09-18,Mac Miller,0.385,0.71,9,-5.158,0,0.0805,0.0565,7.24e-06,0.0632,0.398,148.385,4,"[Intro]
*Alarm clock sounds*
Woo, yeah, woo, yeah
Okay, okay, yeah, uh

[Verse 1]
We in between heaven and hell
Fuck a 9 to 5, I'd rather end up dead or in jail
American ninja to these obstacles
No stopping me, we on the move
Your mouth running like a prostitute's
Keep your head to yourself
I work harder than anybody you know
I'm done with tricks, don't need no money to blow
Deadly aim, self contained
Superstar, they yell the name
Blood diamonds, finna go to hell for my chain
The P fitted on my head though
I'm too high, you can't reach me with the cell phone
No goodbyes, no hellos
You don't want this life I live
You'd rather had the wife and kid
Shooting dice with Jesus Christ, put 20 on the midnight
To everyone who sell me drugs
Don't mix it with that bullshit
I'm hoping not to join the twenty seven club
Just want the coke dealer house with the velvet rug
Fuck the world, there's no one else but us

[Chorus]
Everything we think we love
It ain't nothing but a brand name
To everyone but us
It ain't nothing but a brand name, nothing but a brand name
Ask her what she wearing, say it's nothing but a brand name
Baby, this right here is hand made

[Verse 2]
I got brothers, I don't need no friends
My shoes off I'm comfortable, I'm chilling, smoking weed again
I'm from the 'Burgh, not the burbs
Investigating my nation, homie, we ain't concerned
Went from the 412 out to the 310
Went from the pavement in my basement to them yellow brick roads
See, I was on my Ps & Qs like L-M-N-O
But kicking bitches out my crib, somebody tell 'em go home, I don't know
I was in the crib with my different shit
Simple living, I'm a hypocrite
Cause I'm filthy rich, I got businesses
Been had wifey's, have mistresses
Been tryna tell you what my vision is, but y'all still ain't listening
The war ain't winning, it just beginning
And I've been 'bout Sparta like Michigan
I got stats, they got opinions, I got facts
LeBron left home, but he came back
This what raised me, made me rap
PA's baby, I ain't been to PA lately
See, I left and they call me shady
I'm a white rapper, they always call me shady
Got no idea what I'm contemplating, I guess

[Chorus]
Everything we think we love
It ain't nothing but a brand name
To everyone but us
It ain't nothing but a brand name, nothing but a brand name
Ask her what she wearing, say it's nothing but a brand name
Baby, this right here is hand made

[Outro]
La, la, la, la
La, la, la, la
Yeah
La, la, la, la
Everyday we love, love
Good morning
La, la, la, la
Good morning
And everyone want-
Good morning
La, la, la, la
Good morning
Yeah",eastcoast
2,Rush Hour,201840,59,61,GO:OD AM,1,True,3,2015-09-18,Mac Miller,0.602,0.472,6,-5.375,0,0.265,0.262,0.0,0.172,0.304,163.817,4,"[Intro: Mac Miller]
Woo!
Okay, woo!
Yeah (Okay)
Yeah

[Verse 1: Mac Miller]
I give a fuck less and less everyday (Okay)
The more you give a fuck, I guess the less you make (Money)
Homie we just out here tryna elevate
Heaven is a crime scene, stay behind the yellow tape (Whoop whoop)
I started making money in eleventh grade
Soon as I learned that the more you do, the less you wait
Got a bigger crib, always use the extra space
Shit was so different in 2008
Growing pains, fill the open veins with Novocain
Relapse, I eat that, I don't complain
I'm just rambling
You want war? It’s N64, Blitz Champion (Sucker)
Out of space channeling, brain damaging
Heavy rain game cancelling, proud to be American
They tell me ""Get yourself straight
How much more money can you make?""

[Chorus: Mac Miller]
I'm just tryna grow up old and rich
Maybe get married to a local bitch
I be, I be, I be, I be over shit
The world don't give a fuck about your loneliness
I'm just tryna grow up old and rich
The world don't give a fuck about your loneliness
I be, I be, I be, I be over shit
The world don't give a fuck about your loneliness

[Verse 2: Mac Miller]
I'm a deranged motherfucker, took too many uppers
Now it's rush hour, Jackie Chan, Chris Tucker (50 million dollars!)
I stuck around for the past six summers
Karma is a bitch and that bitch don't love ya
We was in the attic you could smell the weed
Bitches getting naked, we was selling E
Bitches kissing bitches just like Ellen D
In the kitchen whipping biscuits, giving generously
I thank the lord I made it out, no STD
Lost a few too many brain cells, I'm special needs
They tell me ""Get yourself straight
How much more money can you make?""

[Chorus: Mac Miller]
I'm just tryna grow up old and rich
Maybe get married to a local bitch
I be, I be, I be, I be over shit
The world don't give a fuck about your loneliness
I'm just tryna grow up old and rich
The world don't give a fuck about your loneliness
I be, I be, I be, I be over shit
The world don't give a fuck about your loneliness

[Outro: Vinny Radio]
Ladies and gentlemen in attendance, good morning
It's the baby face Don Dada checking in
And I want you to know
It ain't about complaining, it's about maintaining
Know what I'm talking about
Don't ever become content because you will repent
Feel that, go get it
That's your life, go live it
Pass me my Hennessy and my Grand Marnier
If you will",eastcoast
3,Two Matches (feat. Ab-Soul),276386,52,61,GO:OD AM,1,True,4,2015-09-18,Mac Miller,0.622,0.873,2,-4.995,1,0.298,0.204,0.0,0.572,0.492,79.715,4,"[Produced by Sounwave]

[Pre-Hook: Mac Miller]
When I was just a kid
Dreamt that one day we'd all get rich
No more problems and no more tricks
I set my sights high cause in my lifetime
Man, I've seen some shit
Yeah, I swear to God
I've seen some muthafuckin' shit
Whatcha doin' if you ain't on your job? (Bullshittin')

[Hook: Mac Miller & Ab-Soul]
Hey, blow out your candles, make a wish
What's a life if you never take a risk?
Ain't a place too far, ain't a dream too big
Ain't nothin' wrong with a little bit of fun (let's have some fun)
Ain't nothin' wrong with a little bit of fun

[Verse 1: Ab-Soul]
In my lifetime, my whole M.O. was to get this M-O-N-E-Y
Sabotage the wealthy and enrichen the poor (Soul)
Long story short, that's one of my longterm goals
My anatomy is platinum, gold is old
Lettin' my hair swing like Pootie Tang
I done seen some spooky things through these Gucci shades
Acute to cute bitches, niggas with drums
Niggas with bands like the Martin Luther King parade
But can't we all just get along?
Like Martin Lawrence would say and get along with our day
She say ""Soulo, you so crazy and deranged"", I say I know
Roll that weed nigga! (Shake that ass hoe!)
Most Dope, Top Dawg off the leash
Sounwave on the beat (Wizzo) and our key is anarchy
Your confidence is caca compared to a kamikaze
Still wishin' peace to all y'all, pardon my nostalgia
Soul!

[Pre-Hook: Mac Miller]
When I was just a kid
Dreamt that one day we'd all get rich
No more problems and no more tricks
I set my sights high cause in my lifetime
Man, I've seen some shit
Yeah, I swear to God
I've seen some muthafuckin' shit
Whatcha doin' if you ain't on your job? (Bullshittin')

[Hook: Mac Miller & Ab-Soul]
Hey, blow out your candles, make a wish
What's a life if you never take a risk?
Ain't a place too far, ain't a dream too big
Ain't nothin' wrong with a little bit of fun (let's have some fun)
Ain't nothin' wrong with a little bit of fun

[Post-Hook: Mac Miller]
Yeah, I've seen some shit (I've seen it all)
How'd I end up in a place like this? (In this)
Swear to God, seen some shit
Light a match, keep it lit, yeah, it is what it is

[Verse 2: Mac Miller]
In this lifetime, be the time of your life
It's been a while but it'll come back to you just like ridin' a bike
And as a child, I was curious my mind was the dirtiest
Curse words were probably my first words, affirmative
My home run derby shit, was makin' profit out the park
Even the brightest mind will hang around at dark sometimes
I had to fight for mine, Tyson in his prime, used to idolize
Had to write my wrongs, the day's short, the night's is long
I'm makin' corpses when it's on and eatin' swordfish
From gigantic portions, Lord is important, but I am stronger
I'm a monster with the heart of a lion divide and conquer
Walk on water, it won't be long till I flyin', that's my departure
I'm a goner
Shootin' down from the sky with the eyes of an archer
Better find that thing you die for
I don't know why what I get so high for
I'm a problem and as hard as I try hiding from karma
You'd be traumatized seein' what came across these eyes
There was a time...

[Pre-Hook: Mac Miller]
When I was just a kid
Dreamt that one day we'd all get rich
No more problems and no more tricks
I set my sights high cause In my lifetime
Man, I've seen some shit
Yeah, I swear to God
I've seen some muthafuckin' shit
Whatcha doin' if you ain't on your job?

[Bridge: Mac Miler]
Take your time
Don't close your eyes
Life happens in a flash
And you don't wanna miss that

[Hook: Mac Miller & Ab-Soul]
Hey, blow out your candles, make a wish
What's a life if you never take a risk?
Ain't a place too far, ain't a dream too big
Ain't nothin' wrong with a little bit of fun (let's have some fun)
Ain't nothin' wrong with a little bit of fun

[Post-Hook: Mac Miller]
Yeah, I've seen some shit (I've seen it all)
How'd I end up in a place like this? (In this)
Swear to God, seen some shit
Light a match, keep it lit, yeah, it is what it is

[Outro: Mac Miller & Ab-Soul]
We all grow up to be gangstas, playas, snitches
Freaks and strangers, politicians
Good and evil people
Sinners, saints and everything in between
Wicked as Aleister Crowley, know﻿ me
Lately I've been thinkin' (lately)
I've, I've been thinkin'
What's the difference? What's the difference?
Nothing at all! (Never mind us)
Aye, let me just add one more thing, Josh
Aye, aye, watch that shit man, you almost burnt me nigga!",eastcoast
4,100 Grandkids,278506,62,61,GO:OD AM,1,True,5,2015-09-18,Mac Miller,0.735,0.749,10,-3.766,0,0.0874,0.371,0.0,0.47,0.373,93.718,4,"[Part 1]

[Intro]
Woah-oh
(Hey!)
Wow-wow-wow-wow
(Hello)
Wow-wow-wow
(This is a revolution)
Wow-wow
Woah-oh
Wow-wow-wow-wow
(As we proceed)
Wow-wow-wow
Wow-wow

[Chorus]
I
Made a promise to my mama that I'll bless her
With some grandkids, she can spoil 'em
Until then, I'm getting dollars, I'm just doing what I gotta
Can a man live? And it's all day, homie
I'm a God, give the whole squad a job, get 'em all paid
Came a long way from all-state, yeah, now we All-American
(Salute me, shoot me) Shit, we All-American, yeah (Salute me, shoot me down)

[Verse]
I swear to God I put the hero in heroin, these flows kilos
I could sell snow to a ski slope
I could sell evil to the devil, nonbelievers to a temple
Shit, I could sell water to a speedboat
And these eyes is iconic
I went pro, made profit, now I keep some dead faces in my pocket
Gettin' faded, I been stoned all week
But what's a God without a little OD? Just a G
Twisting my weed, easing my mind
Why you worry about me? Stop tripping, I'm fine
Swear these bitches done lost it lately
You put the ho in honest baby, so complicated
And I may be a little arrogant, I'm aware of it
I know (Goddamn,) I know
I got a problem, I'ma take care of it, weight I'm carrying, gotta let it go
It won't hold me down no more

[Chorus]
Made a promise to my mama that I'll bless her
With some grandkids, she can spoil 'em
Until then, I'm getting dollars, I'm just doing what I gotta
Can a man live? And it's all day, homie
I'm a God, give the whole squad a job, get 'em all paid
Came a long way from all-state, yeah, now we All-American
(Salute me, shoot me) Shit, we All-American (Salute me, shoot me down)

[Post-Chorus]
We ain't goin'
Nowhere, we ain't
Goin' nowhere, we can't be
Stopped now, 'cause this rap shit's for life
We ain't goin'
Nowhere, we ain't
Goin' nowhere, we can't be
Stopped now, 'cause this rap shit's for life

[Bridge]
Back then I had a dream
I'd get this money, man
I know my life would change
Just need a hundred grand
Back then I had a dream
I'd get this money, man
I know, my life would change
Just need a hundred grand

[Segue]
Yeah
Back when I first made a hundred grand
Yeah, back when I first made a...
Yeah
Back when I first made a hundred grand
Yeah

[Part 2]

[Chorus]
Yeah, back when I first made a hundred grand
Thought I was the shit
When I first made a hundred grand
Thought I was a king
When I first made a hundred grand
Couldn't tell me nuttin
When I first made a hundred grand
Made a hundred grand
(Let me get some money)

[Verse]
Yeah, okay, back then they used to call me little
But now I'm ridin' something clean in a coat made of armadillo
They haven't got the memo, they sayin' I'm the shit though
Tryna make it complicated when this shit is simple (simple!)
Tell me what you wanna be, what your dreams is
A hundred G's in my jeans, I'm a genius
Sin everyday, someone save me please
And get schooled, homie, change degrees
I'm the plug, what you need though? I'm goin' beast mode
I keep a freak, even when she underwater she can deep throat (Wait, what?)
I made a mil' before I paid a bill
Cause  fools worried about a wave, I'm a Navy SEAL
Come with me, I can make your life change for real
Always had a dream of stuntin'
It ain't nothing unless we runnin' shit
Just a young motherfucker with a plan
Thought I was the man

[Chorus]
Yeah, back when I first made a hundred grand
Thought I was the shit
When I first made a hundred grand
Thought I was a king
When I first made a hundred grand
Couldn't tell me nuttin
When I first made a hundred grand
Made a hundred grand
(Let me get some money)

[Outro: Elle Varner (Mac Miller)]
(Time flies) Let me get some money
Let me, let me get some money
(Yeah, you know time flies) Malcolm, can we go to mall?
I just need some shoes and my nails (Try to catch it) and then can we stop at Chipotle?
(Time flies) Let me get some money
(Yeah, you ever see the way time flies?) Let me, let me get some money
(Try to catch it) Let me get some money
Let me, let me get some money",eastcoast
5,Time Flies (feat. Lil B),173013,52,61,GO:OD AM,1,True,6,2015-09-18,Mac Miller,0.527,0.807,9,-5.472,0,0.394,0.585,0.0,0.34,0.72,79.788,4,"[Intro: Lil B]
Time flies, time flies
As we keep living and as we keep being positive
All we can do is hold onto these memories
Mac Miller, I love you

[Verse 1: Mac Miller]
All of my homies used to get on my case like ""When you 'bout to kill 'em?""
Soon as I'm out of millions and my girl sprouts some children
But I've been murderin' the game, almost out of victims
This food for thought usually enough to feed a thousand pigeons
I'm out here livin' if you wonder where I been though
Shit bro, would you give it all up for these nymphos?
I been broke then got rich, what's inside your wallet?
Half man and half amazin', but that's just me bein' modest
I'm an honest man
My mama told me never put it on the lotto and
I work for everything I get that is my motto, fam
So when I die, these bitches still can fuck my hologram, goddamn

[Hook: Mac Miller]
And all that drama that you comin' with, you blowin' my high
On my way up to the function, gettin' dome in my ride
I got 'em worried that my mind fried
I'm goin' up before I skydive
You can see the way that time flies
Time files, try to catch it
Time flies
Time flies, try to catch it

[Interlude: Lil B]
Watch as time go
Time moves, time flows
How do we handle these things?
I am time, we are time and we have control
One thing we need to remember
Is that we are all in this together

[Verse 2: Mac Miller]
You can't expect the unexpected, these dreams are manifested
From my head into reality, they seems a bit excessive
But I don't stress it, two hands to count my blessings
All the times that I've been reckless with an ego big as Texas
Thinkin' ""I'm the man"", I never let these hoes inside the plan
My room for bullshit in the crib as small as a child's hands
I fill the shoes and walk a path where only giants stand
I am the fire man, shit I'm way too fly to land, yeah
I'm smokin' weed all alone, on the road
Even though I know they need me at home
Keep my control from a city where it's freezin' and cold
Each to their own, punches like this probably beat up Stallone

[Hook: Mac Miller]
And all that drama that you comin' with, you blowin' my high
On my way up to the function, gettin' dome in my ride
I got 'em worried that my mind fried
I'm goin' up before I skydive
You can see the way that time flies
Time files, try to catch it
Time flies
Time flies, try to catch it

[Outro: Lil B]
One day we will, we will find
We will conquer, conquer with love
While time is on our side
Continue to hold to those beautiful memories
They won't be here forever, but our spirit lives on
Lil B",eastcoast
6,Weekend (feat. Miguel),208080,74,61,GO:OD AM,1,True,7,2015-09-18,Mac Miller,0.843,0.435,8,-8.442,1,0.178,0.47,0.0,0.147,0.19,120.058,4,"[Intro]
Yeah, yeah, yeah, yo
Yeah, yeah, yeah, yo
Yeah, yeah, yeah, yo
Uh, uh, uh, uh
Yeah, yeah, yeah, yo
Yo, now

[Verse 1: Mac Miller]
I got a little bit of money fillin' my pockets
Roll around like I run this shit
I got a system filled up with toxins
I've been broken-hearted, now it's fuck that bitch
Getting high to deal with my problems
Fucking bitches, getting drunk as shit
But these bitches getting obnoxious
They nothin' to me though I love this shit
Go long days, longer nights
Talk too much, the wrong advice
All the lights and call my life
Doctor, doctor, will you help me?
Get me healthy
Keep it low, this where hell be
Ain't shit you can tell me now
Fuck this rap shit, bitch, I'm sellin' out
Ooh shit, with my new bitch you jealous now
Smokin' weed at the crib watching Belly now
All the pain that they causin'
Like, fuck it, we ballin'
Now everythin' straight
You feeling the feeling
I'm chilling, just living
I'm burning away
Conversations we having
I'm getting too static
Too much on my plate
Lord, I need me a break

[Hook: Miguel & Mac Miller]
But I'll be good by the weekend
I'll be good by the weekend
Everything good by the weekend
Everything will be good by the weekend

[Post-Hook: Mac Miller]
We going out tonight, yeah we going out tonight, like fuck it
We going out tonight, yeah we going out tonight, fuck it
We going out tonight, yeah we going out tonight
We going out tonight, yeah we going out tonight

[Verse 2: Mac Miller]
I been having trouble sleeping
Battling these demons
Wondering what's the thing that keeps me breathing
Is it money, fame or neither?
I been thinking about the places that I frequent
All the people that I see
I’m just out here livin' decent
What do it mean to be a G?
And all the time we fall behind
Bitches in the concubine
I call her mine, crazy
She ain't' God as I
I make water wine
Pause in time
It's common, they often hate me
Never will I walk in line
I cross the T's and dot the I's
Wondering, well, wonderin' how I got this high
Fell asleep and forgot to die, God damn
I'm poppin' them downers
And drinkin' them powders, faded
Get it over the counter
I'm stuck on the browser
Like, how did I make it?
These bitches don't know me
This shit is so lonely until she get naked
Don't even know what today is

[Hook: Miguel & Mac Miller]
But I'll be good by the weekend
I'll be good by the weekend
Everything good by the weekend
Everything will be good by the weekend

[Outro: Miguel]
Mondays I think of you, but I ain’t tripping on it
Tuesdays I’m in, gotta get my hands up on ya
Wednesdays I'm lit with you, you know you're staying over
Thursdays I’m sick of you, I got to get rid of you
Cause Fridays are always
The start of the time of my life, alright
When I get faded you hate it
But, baby, it’s gon be alright, ha, alright",eastcoast
